"","income.$15K-$19,9K","education.1","age","income.$30K-$34,9K","income.$7,5K-$9,9K","state.SC","income.$12,5K-$14,9K","income.$10K-$12,49K","gender.Female","income.Less-$5K","income.$25K-$29,9K","vote"
"1",1,0,1.3587364351826,0,0,0,0,0,0,0,0,"Yes"
"2",0,0,-1.44588971584865,0,0,0,0,0,0,0,1,"Yes"
"3",0,0,-1.44588971584865,1,0,0,0,0,1,0,0,"No"
"4",0,0,-0.530093421634369,0,0,0,0,0,0,0,0,"Yes"
"5",0,0,2.04558365584331,0,0,0,0,0,1,0,0,"Yes"
"6",0,0,1.64492277712456,1,0,0,0,0,1,0,0,"Yes"
"7",0,0,-1.0452288371299,0,0,0,0,0,0,0,0,"No"
"8",0,1,1.47321097195938,0,0,0,0,0,0,0,0,"Yes"
"9",0,0,0.271228335803131,0,0,0,0,0,0,0,0,"Yes"
"10",0,1,1.64492277712456,0,0,0,1,0,0,0,0,"Yes"
"11",0,0,1.24426189840581,0,0,0,0,0,0,0,0,"Yes"
"12",0,0,-0.530093421634369,0,0,0,0,0,1,0,0,"Yes"
"13",0,0,-0.186669811304012,0,0,0,0,0,0,0,0,"Yes"
"14",1,0,1.24426189840581,0,0,0,0,0,1,0,0,"Yes"
"15",0,0,-1.67483878940223,0,0,0,0,0,1,0,0,"Yes"
"16",0,0,0.614651946133488,0,0,0,0,0,0,0,0,"Yes"
"17",0,0,-0.243907079692405,0,0,0,1,0,0,0,0,"Yes"
"18",0,1,-0.243907079692405,0,0,0,0,0,0,0,0,"Yes"
"19",0,0,-1.67483878940223,0,0,0,0,0,1,0,0,"Yes"
"20",0,1,1.58768550873617,0,1,0,0,0,0,0,0,"Yes"
"21",0,0,0.0422792622495595,0,0,0,0,0,1,0,0,"No"
"22",0,0,0.900838288075452,1,0,0,0,0,0,0,0,"Yes"
"23",0,1,1.98834638745492,0,1,0,0,0,1,0,0,"Yes"
"24",0,0,0.385702872579917,0,0,0,0,0,1,0,0,"Yes"
"25",0,1,0.385702872579917,0,0,0,0,1,0,0,0,"Yes"
"26",0,0,-0.301144348080798,0,0,0,0,0,0,0,0,"Yes"
"27",0,0,0.0422792622495595,0,0,0,0,0,0,0,0,"Yes"
"28",0,0,-1.0452288371299,0,0,0,1,0,1,0,0,"Yes"
"29",0,0,0.843601019687059,0,0,0,0,0,0,0,0,"Yes"
"30",0,1,1.75939731390135,0,0,0,0,0,0,0,0,"Yes"
"31",1,1,-0.701805226799547,0,0,0,0,0,0,0,0,"No"
"32",0,0,0.328465604191524,0,0,0,0,0,1,0,0,"Yes"
"33",0,0,-0.701805226799547,0,0,0,0,0,0,0,0,"Yes"
"34",0,0,0.213991067414738,0,0,0,0,0,1,0,1,"Yes"
"35",1,0,0.0422792622495595,0,0,0,0,0,0,0,0,"Yes"
"36",0,0,-0.472856153245976,0,0,0,0,1,0,0,0,"Yes"
"37",1,0,0.385702872579917,0,0,0,0,0,0,0,0,"Yes"
"38",0,0,-0.415618884857583,0,0,0,0,0,0,0,1,"Yes"
"39",0,0,-0.816279763576333,0,0,0,0,0,1,0,0,"Yes"
"40",0,0,1.58768550873617,0,0,0,0,0,1,0,0,"Yes"
"41",0,1,2.04558365584331,0,0,0,0,0,1,0,0,"Yes"
"42",0,0,1.70216004551295,0,1,0,0,0,1,0,0,"Yes"
"43",0,1,-1.50312698423705,0,0,0,0,0,1,1,0,"No"
"44",0,0,0.729126482910274,0,0,0,0,0,0,0,0,"Yes"
"45",0,0,-0.243907079692405,0,0,0,1,0,0,0,0,"Yes"
"46",0,0,1.24426189840581,0,0,0,1,0,0,0,0,"Yes"
"47",0,0,0.557414677745095,0,0,0,0,0,0,0,0,"Yes"
"48",0,0,-1.38865244746026,0,0,0,0,0,1,0,0,"Yes"
"49",0,0,0.958075556463845,0,0,0,0,0,0,0,0,"Yes"
"50",0,0,-0.75904249518794,0,0,0,0,0,1,1,0,"Yes"
"51",0,0,-1.21694064229508,0,0,0,0,0,0,0,0,"No"
"52",0,0,0.786363751298667,0,0,0,0,0,0,0,0,"Yes"
"53",1,1,0.786363751298667,0,0,0,0,0,0,0,0,"No"
"54",0,0,2.04558365584331,0,0,0,0,1,1,0,0,"Yes"
"55",0,0,-1.50312698423705,0,0,0,0,0,1,1,0,"No"
"56",0,0,-1.78931332617901,0,0,0,0,0,1,0,0,"Yes"
"57",0,0,0.557414677745095,0,0,0,0,0,0,0,0,"Yes"
"58",0,0,-0.301144348080798,0,0,0,0,0,1,0,0,"Yes"
"59",0,0,0.271228335803131,0,0,0,1,0,1,0,0,"Yes"
"60",0,0,-0.186669811304012,0,0,0,0,0,1,0,0,"Yes"
"61",0,0,-1.15970337390669,0,0,0,0,0,1,0,0,"Yes"
"62",0,0,-1.61760152101383,0,0,0,0,0,0,0,0,"No"
"63",0,0,0.500177409356702,0,0,0,0,0,0,0,0,"Yes"
"64",0,0,-1.73207605779062,1,0,0,0,0,1,0,0,"Yes"
"65",0,0,0.0422792622495595,0,0,0,0,1,1,0,0,"No"
"66",0,0,1.01531282485224,0,0,0,0,0,1,0,0,"Yes"
"67",0,0,-1.1024661055183,0,0,0,0,0,0,1,0,"No"
"68",1,0,1.12978736162902,0,0,0,0,0,0,0,0,"Yes"
"69",0,0,-1.1024661055183,0,0,0,0,0,0,0,0,"Yes"
"70",0,0,-0.129432542915619,0,0,0,0,0,1,0,0,"No"
"71",1,0,0.729126482910274,0,0,0,0,0,1,0,0,"Yes"
"72",0,0,-0.816279763576333,0,0,0,0,0,0,0,1,"No"
"73",1,0,-0.301144348080798,0,0,0,0,0,1,0,0,"Yes"
"74",0,0,-1.38865244746026,0,1,0,0,0,1,0,0,"Yes"
"75",0,0,-0.35838161646919,0,0,0,0,0,1,0,0,"Yes"
"76",0,0,-0.587330690022762,0,0,0,0,0,1,0,0,"Yes"
"77",0,0,1.75939731390135,1,0,0,0,0,0,0,0,"Yes"
"78",0,0,1.81663458228974,1,0,0,0,0,1,0,0,"Yes"
"79",0,1,2.04558365584331,0,0,0,0,0,1,1,0,"Yes"
"80",0,0,-1.21694064229508,0,0,0,0,0,1,0,0,"Yes"
"81",0,0,-0.0149580061388333,0,0,0,0,0,1,0,0,"No"
"82",0,0,-1.15970337390669,0,0,0,0,0,1,0,0,"Yes"
"83",0,0,0.0422792622495595,0,0,0,0,0,0,0,0,"Yes"
"84",0,0,0.671889214521881,0,0,0,0,0,0,1,0,"Yes"
"85",0,0,-0.873517031964726,0,0,0,0,0,0,0,0,"Yes"
"86",0,1,0.671889214521881,0,0,0,0,0,0,0,0,"Yes"
"87",0,0,-1.21694064229508,0,0,0,0,0,0,0,0,"Yes"
"88",0,0,-1.33141517907187,0,0,0,0,0,1,0,0,"Yes"
"89",0,0,-1.38865244746026,0,0,0,0,0,1,0,0,"Yes"
"90",0,0,1.64492277712456,1,0,0,0,0,0,0,0,"No"
"91",0,0,0.729126482910274,0,1,0,0,0,1,0,0,"Yes"
"92",1,0,1.3587364351826,0,0,0,0,0,0,0,0,"Yes"
"93",0,0,-1.73207605779062,0,0,0,0,0,1,0,0,"Yes"
"94",0,0,0.442940140968309,0,0,0,0,0,0,0,0,"Yes"
"95",0,0,0.614651946133488,0,0,0,0,0,1,0,0,"Yes"
"96",0,0,0.0422792622495595,0,0,0,0,0,0,0,0,"No"
"97",0,0,0.557414677745095,0,0,0,0,0,1,0,0,"Yes"
"98",0,0,-1.61760152101383,1,0,0,0,0,1,0,0,"No"
"99",1,0,0.271228335803131,0,0,0,0,0,1,0,0,"Yes"
"100",0,0,-1.33141517907187,1,0,0,0,0,0,0,0,"No"
"101",0,0,-1.33141517907187,0,0,0,0,0,1,1,0,"Yes"
"102",0,0,-1.0452288371299,0,0,0,0,0,1,0,0,"No"
"103",0,0,1.12978736162902,0,0,0,0,0,1,0,1,"Yes"
"104",0,0,2.04558365584331,0,0,0,0,0,1,0,1,"Yes"
"105",1,0,1.58768550873617,0,0,0,0,0,0,0,0,"Yes"
"106",0,0,1.18702463001742,1,0,0,0,0,1,0,0,"Yes"
"107",0,1,1.3587364351826,0,0,0,0,0,1,1,0,"No"
"108",0,0,0.328465604191524,0,0,0,0,0,1,0,0,"Yes"
"109",0,0,0.614651946133488,1,0,0,0,0,0,0,0,"Yes"
"110",0,0,0.213991067414738,0,0,0,0,0,0,0,0,"Yes"
"111",0,0,-1.50312698423705,0,0,0,1,0,0,0,0,"No"
"112",0,0,0.843601019687059,0,0,0,0,0,0,0,0,"Yes"
"113",0,0,-1.21694064229508,0,0,0,0,0,0,0,0,"Yes"
"114",0,0,1.81663458228974,0,0,0,0,1,1,0,0,"Yes"
"115",0,0,-0.243907079692405,0,0,0,0,0,1,0,1,"Yes"
"116",0,0,-0.987991568741512,0,0,0,0,0,0,0,1,"No"
"117",0,0,0.786363751298667,0,0,0,0,0,0,0,1,"Yes"
"118",1,0,-0.415618884857583,0,0,0,0,0,0,0,0,"Yes"
"119",0,0,1.12978736162902,0,0,0,0,0,1,0,1,"Yes"
"120",0,0,-1.73207605779062,0,0,0,0,1,0,0,0,"Yes"
"121",0,1,0.500177409356702,1,0,0,0,0,1,0,0,"Yes"
"122",0,0,-0.987991568741512,0,0,0,0,0,1,0,0,"No"
"123",0,0,-0.301144348080798,0,0,0,0,0,1,0,0,"Yes"
"124",0,0,-0.186669811304012,0,0,0,0,0,1,0,0,"Yes"
"125",0,0,-1.50312698423705,0,0,0,0,0,1,0,0,"No"
"126",0,0,-0.301144348080798,0,0,0,0,0,0,0,0,"Yes"
"127",1,0,1.01531282485224,0,0,0,0,0,0,0,0,"Yes"
"128",0,1,0.557414677745095,0,1,0,0,0,1,0,0,"Yes"
"129",1,0,-1.50312698423705,0,0,0,0,0,0,0,0,"Yes"
"130",1,0,-0.415618884857583,0,0,0,0,0,1,0,0,"Yes"
"131",0,0,0.385702872579917,0,0,0,0,0,0,0,0,"Yes"
"132",0,0,-0.587330690022762,1,0,0,0,0,1,0,0,"Yes"
"133",0,0,0.614651946133488,0,0,0,0,0,1,0,0,"Yes"
"134",0,0,-0.587330690022762,0,1,0,0,0,1,0,0,"Yes"
"135",0,0,-0.701805226799547,0,0,0,0,0,1,0,0,"Yes"
"136",0,0,1.93110911906652,0,0,0,0,0,1,0,0,"Yes"
"137",0,0,0.156753799026345,0,0,0,0,0,1,0,0,"Yes"
"138",0,1,1.47321097195938,0,0,0,1,0,1,0,0,"Yes"
"139",0,0,0.0422792622495595,0,0,0,0,0,0,0,0,"Yes"
"140",0,0,0.442940140968309,0,0,0,0,0,1,0,0,"Yes"
"141",0,0,0.385702872579917,0,0,0,0,0,0,0,0,"Yes"
"142",0,1,0.900838288075452,0,0,0,0,0,1,0,0,"Yes"
"143",0,0,0.156753799026345,0,0,0,0,0,1,0,0,"Yes"
"144",0,0,-0.930754300353119,0,0,0,0,0,1,0,0,"Yes"
"145",0,1,1.18702463001742,0,0,0,0,1,1,0,0,"Yes"
"146",0,0,-1.67483878940223,0,1,0,0,0,0,0,0,"No"
"147",0,0,0.0995165306379524,0,0,0,0,0,1,0,0,"Yes"
"148",0,1,1.18702463001742,0,0,0,0,1,0,0,0,"Yes"
"149",0,0,-0.75904249518794,0,0,0,0,0,0,0,0,"No"
"150",0,0,-0.472856153245976,0,0,0,0,0,0,0,0,"Yes"
"151",0,0,0.786363751298667,0,0,0,0,0,0,0,0,"Yes"
"152",0,0,-1.61760152101383,0,0,0,0,0,1,0,0,"Yes"
"153",0,0,-0.186669811304012,0,0,0,0,0,0,0,0,"Yes"
"154",0,0,1.01531282485224,0,0,0,0,0,1,0,0,"Yes"
"155",1,0,-0.301144348080798,0,0,0,0,0,1,0,0,"No"
"156",0,0,0.0422792622495595,0,0,0,0,0,0,0,0,"Yes"
"157",0,0,-1.33141517907187,0,0,0,0,0,0,0,0,"Yes"
"158",0,0,-1.21694064229508,0,0,0,0,0,0,0,0,"No"
"159",0,0,0.328465604191524,1,0,0,0,0,1,0,0,"Yes"
"160",0,0,0.328465604191524,1,0,0,0,0,0,0,0,"Yes"
"161",0,1,1.24426189840581,0,0,0,0,0,0,1,0,"Yes"
"162",0,0,-0.301144348080798,0,0,0,0,0,1,0,0,"Yes"
"163",1,0,-0.243907079692405,0,0,0,0,0,1,0,0,"Yes"
"164",0,1,1.41597370357099,0,0,0,0,0,0,1,0,"No"
"165",0,0,-0.0149580061388333,0,0,0,0,0,0,0,0,"Yes"
"166",0,0,-1.67483878940223,0,0,0,0,0,1,0,0,"No"
"167",0,1,1.18702463001742,0,0,0,0,1,0,0,0,"Yes"
"168",0,1,1.3014991667942,0,0,0,0,0,1,0,0,"Yes"
"169",0,1,-1.50312698423705,0,0,0,0,0,0,0,0,"Yes"
"170",0,0,0.213991067414738,0,0,0,0,0,0,0,0,"Yes"
"171",0,1,0.900838288075452,0,0,0,1,0,0,0,0,"Yes"
"172",0,0,1.07255009324063,1,0,0,0,0,1,0,0,"Yes"
"173",0,0,-0.243907079692405,0,0,0,0,0,0,0,0,"Yes"
"174",0,0,0.729126482910274,0,0,0,0,1,0,0,0,"Yes"
"175",0,0,-1.0452288371299,0,0,0,1,0,1,0,0,"Yes"
"176",0,0,-0.644567958411155,0,0,0,0,0,1,0,0,"Yes"
"177",0,0,0.500177409356702,0,0,0,0,0,0,0,0,"Yes"
"178",0,0,-0.75904249518794,0,0,0,0,0,1,0,0,"Yes"
"179",0,0,-0.75904249518794,0,0,0,0,0,1,0,0,"Yes"
"180",1,1,-0.530093421634369,0,0,0,0,0,1,0,0,"Yes"
"181",0,0,0.614651946133488,0,0,0,0,0,1,0,0,"No"
"182",0,0,-1.61760152101383,0,0,0,1,0,1,0,0,"Yes"
"183",0,0,-0.644567958411155,0,0,0,0,0,0,0,0,"Yes"
"184",0,0,-0.0721952745272262,0,0,0,0,0,0,0,0,"Yes"
"185",0,1,-1.78931332617901,0,0,0,1,0,1,0,0,"Yes"
"186",0,0,-0.0149580061388333,0,0,0,0,0,0,0,0,"Yes"
"187",0,0,-0.873517031964726,0,0,0,0,0,0,0,0,"Yes"
"188",0,0,-1.44588971584865,0,0,0,0,0,1,0,0,"Yes"
"189",0,1,-0.35838161646919,0,0,0,0,0,0,0,0,"Yes"
"190",0,1,0.671889214521881,0,0,0,1,0,0,0,0,"Yes"
"191",1,0,-0.75904249518794,0,0,0,0,0,1,0,0,"Yes"
"192",0,0,0.0995165306379524,0,0,0,0,0,1,0,0,"Yes"
"193",0,0,0.0422792622495595,0,0,0,0,0,1,0,0,"Yes"
"194",0,0,1.3587364351826,0,0,0,0,0,1,0,1,"Yes"
"195",0,0,0.0995165306379524,0,0,0,0,0,1,0,0,"Yes"
"196",0,1,0.958075556463845,0,0,0,0,0,0,0,1,"Yes"
"197",1,0,1.75939731390135,0,0,0,0,0,1,0,0,"No"
"198",0,0,0.614651946133488,0,0,0,1,0,1,0,0,"Yes"
"199",0,0,0.500177409356702,0,0,0,0,0,0,0,0,"Yes"
"200",0,1,1.41597370357099,0,0,0,0,1,1,0,0,"Yes"
"201",0,0,-0.186669811304012,0,0,0,0,0,0,0,0,"Yes"
"202",0,0,0.0995165306379524,0,0,0,0,0,1,0,0,"Yes"
"203",0,0,0.786363751298667,0,0,0,0,0,0,0,0,"Yes"
"204",0,0,-0.186669811304012,0,0,0,0,0,1,0,0,"Yes"
"205",0,0,-1.50312698423705,0,0,0,1,0,0,0,0,"No"
"206",0,0,0.442940140968309,0,0,0,0,1,1,0,0,"No"
"207",0,0,1.3014991667942,0,0,0,0,0,0,0,0,"Yes"
"208",0,1,1.41597370357099,0,1,0,0,0,1,0,0,"Yes"
"209",1,1,1.3014991667942,0,0,0,0,0,1,0,0,"Yes"
"210",0,0,-0.816279763576333,0,0,0,0,0,0,0,0,"Yes"
"211",1,1,1.98834638745492,0,0,0,0,0,0,0,0,"Yes"
"212",1,0,-0.35838161646919,0,0,0,0,0,0,0,0,"Yes"
"213",0,0,-1.44588971584865,0,0,0,0,0,0,0,0,"Yes"
"214",0,1,1.47321097195938,0,0,0,0,0,0,1,0,"Yes"
"215",0,0,-0.816279763576333,0,0,0,0,0,1,0,0,"Yes"
"216",0,0,-1.44588971584865,0,0,0,0,0,1,0,0,"Yes"
"217",0,1,1.58768550873617,0,1,0,0,0,1,0,0,"Yes"
"218",1,0,-1.56036425262544,0,0,0,0,0,0,0,0,"Yes"
"219",0,1,1.93110911906652,0,1,0,0,0,1,0,0,"Yes"
"220",0,0,0.271228335803131,0,0,0,0,0,1,0,0,"Yes"
"221",0,0,-1.67483878940223,0,0,0,0,0,1,0,1,"No"
"222",0,0,-1.50312698423705,0,0,0,0,0,1,0,0,"Yes"
"223",0,0,1.53044824034777,0,0,0,0,0,1,0,1,"Yes"
"224",0,0,-0.301144348080798,0,0,0,0,0,1,0,0,"Yes"
"225",0,1,2.04558365584331,0,1,0,0,0,1,0,0,"Yes"
"226",0,0,0.156753799026345,1,0,0,0,0,0,0,0,"Yes"
"227",0,0,-0.816279763576333,0,0,0,0,0,1,0,0,"Yes"
"228",0,0,-1.21694064229508,0,0,0,0,0,1,0,0,"Yes"
"229",0,0,-0.35838161646919,0,0,0,0,0,1,0,0,"Yes"
"230",0,0,-0.0721952745272262,0,0,0,0,0,0,0,0,"Yes"
"231",0,0,-0.873517031964726,0,0,0,0,0,0,0,0,"Yes"
"232",0,1,0.0995165306379524,0,1,0,0,0,0,0,0,"No"
"233",0,0,1.47321097195938,0,0,0,0,0,0,0,1,"Yes"
"234",0,0,-0.987991568741512,0,0,0,0,0,0,0,0,"No"
"235",0,0,-1.78931332617901,0,0,0,0,0,0,0,0,"Yes"
"236",0,1,1.24426189840581,0,0,0,0,1,1,0,0,"Yes"
"237",0,0,-1.21694064229508,0,0,0,0,0,1,0,0,"Yes"
"238",0,0,0.557414677745095,1,0,0,0,0,1,0,0,"Yes"
"239",0,1,1.24426189840581,0,0,0,0,0,1,0,0,"Yes"
"240",0,0,-0.243907079692405,0,0,0,0,1,1,0,0,"Yes"
"241",0,0,-1.78931332617901,0,0,0,0,0,0,0,0,"Yes"
"242",0,0,0.786363751298667,0,0,0,0,0,1,0,0,"Yes"
"243",0,0,1.07255009324063,0,0,0,1,0,1,0,0,"Yes"
"244",0,0,-0.186669811304012,0,0,0,0,0,0,0,0,"Yes"
"245",0,0,-0.530093421634369,1,0,0,0,0,0,0,0,"No"
"246",0,0,-0.186669811304012,0,0,0,0,0,1,0,1,"No"
"247",1,0,0.786363751298667,0,0,0,0,0,1,0,0,"Yes"
"248",0,0,1.01531282485224,0,0,0,0,0,0,0,0,"Yes"
"249",0,0,-0.243907079692405,0,0,0,0,0,1,0,0,"Yes"
"250",0,0,-1.0452288371299,0,0,0,0,0,1,0,0,"Yes"
"251",0,0,-1.78931332617901,0,0,0,0,0,0,0,0,"Yes"
"252",0,0,0.729126482910274,0,0,0,0,0,1,0,0,"Yes"
"253",0,0,-0.472856153245976,0,0,0,0,0,1,0,1,"No"
"254",0,0,1.47321097195938,0,0,0,0,1,1,0,0,"Yes"
"255",0,1,-1.78931332617901,0,0,0,0,0,0,0,0,"Yes"
"256",0,0,0.328465604191524,0,0,0,0,0,0,0,0,"Yes"
"257",0,0,-1.56036425262544,0,0,0,0,0,1,1,0,"Yes"
"258",0,1,-0.873517031964726,1,0,0,0,0,0,0,0,"No"
"259",0,0,-1.56036425262544,0,0,0,0,0,1,0,0,"Yes"
"260",0,0,-0.587330690022762,0,0,0,0,0,0,0,0,"Yes"
"261",1,0,1.70216004551295,0,0,0,0,0,0,0,0,"Yes"
"262",0,0,0.156753799026345,0,0,0,0,0,0,0,0,"Yes"
"263",0,0,0.271228335803131,1,0,0,0,0,0,0,0,"No"
"264",0,0,0.0422792622495595,0,0,0,0,0,1,0,0,"Yes"
"265",0,0,-1.15970337390669,0,0,0,0,0,1,0,0,"Yes"
"266",1,0,0.729126482910274,0,0,0,0,0,0,0,0,"Yes"
"267",0,1,-1.33141517907187,1,0,0,0,0,0,0,0,"No"
"268",0,0,0.328465604191524,1,0,0,0,0,0,0,0,"No"
"269",0,0,0.385702872579917,0,0,0,0,0,1,0,1,"Yes"
"270",0,0,0.729126482910274,1,0,0,0,0,0,0,0,"Yes"
"271",0,0,-1.33141517907187,0,0,0,0,0,1,0,0,"Yes"
"272",0,0,1.53044824034777,0,0,0,0,0,0,0,0,"Yes"
"273",0,0,-0.987991568741512,0,0,0,0,0,1,1,0,"Yes"
"274",0,0,-0.129432542915619,0,0,0,0,0,1,0,0,"Yes"
"275",0,0,1.18702463001742,0,0,0,0,0,0,0,0,"Yes"
"276",0,0,0.557414677745095,0,0,0,0,0,1,0,0,"Yes"
"277",0,1,0.271228335803131,0,0,0,0,0,0,0,0,"Yes"
"278",0,0,-0.0721952745272262,0,0,0,0,0,1,0,0,"Yes"
"279",0,0,-1.50312698423705,0,0,0,0,0,1,0,1,"Yes"
"280",0,0,-1.44588971584865,0,1,0,0,0,0,0,0,"No"
"281",0,1,1.24426189840581,0,0,0,0,0,0,0,0,"Yes"
"282",0,0,-0.0721952745272262,0,0,0,0,0,0,0,1,"No"
"283",0,0,0.786363751298667,0,0,0,0,0,0,0,0,"Yes"
"284",0,0,0.385702872579917,0,0,0,0,0,1,0,1,"Yes"
"285",0,0,-0.35838161646919,0,0,0,0,0,1,0,0,"Yes"
"286",0,0,-0.644567958411155,0,0,0,0,0,0,0,0,"Yes"
"287",0,0,-1.33141517907187,0,0,0,0,0,0,0,1,"No"
"288",1,1,1.3014991667942,0,0,0,0,0,1,0,0,"No"
"289",0,0,-1.38865244746026,0,0,0,0,0,1,0,0,"Yes"
"290",0,0,0.557414677745095,1,0,0,0,0,0,0,0,"Yes"
"291",0,1,-0.186669811304012,0,1,0,0,0,0,0,0,"Yes"
"292",1,1,0.557414677745095,0,0,0,0,0,1,0,0,"No"
"293",0,0,-1.1024661055183,0,0,0,0,0,0,0,0,"Yes"
"294",0,0,-0.186669811304012,0,0,0,0,0,1,0,0,"Yes"
"295",0,0,0.156753799026345,0,0,0,0,0,0,0,0,"Yes"
"296",0,0,-0.930754300353119,1,0,0,0,0,0,0,0,"Yes"
"297",0,0,0.843601019687059,0,0,0,0,0,0,0,0,"Yes"
"298",0,0,1.12978736162902,0,1,0,0,0,1,0,0,"No"
"299",0,0,1.47321097195938,0,0,0,1,0,1,0,0,"Yes"
"300",0,0,0.843601019687059,0,0,0,0,0,1,0,0,"Yes"
"301",0,0,-0.415618884857583,0,0,0,0,0,1,0,0,"No"
